___November_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 125   4   69.00  -83.00       -0.1461
 126   4   71.00  -83.00       -0.1461
 127   4   73.00  -83.00       -0.1461
 128   4   75.00  -83.00       -0.1461
 129   4   77.00  -83.00       -0.1461
 130   4   79.00  -83.00       -0.1461
 131   4   81.00  -83.00       -0.1461
 132   4   83.00  -83.00       -0.1461
 133   4   85.00  -83.00       -0.1461
 134   4   87.00  -83.00       -0.1461
 135   4   89.00  -83.00       -0.1461
 136   4   91.00  -83.00       -0.1461
 137   4   93.00  -83.00       -0.1461
 138   4   95.00  -83.00       -0.1461
 139   4   97.00  -83.00       -0.1461
 140   4   99.00  -83.00       -0.1461
 141   4  101.00  -83.00       -0.1461
 142   4  103.00  -83.00       -0.1461
 143   4  105.00  -83.00       -0.1461
 144   4  107.00  -83.00       -0.1461
 145   4  109.00  -83.00       -0.1461
 146   4  111.00  -83.00       -0.1461
 147   4  113.00  -83.00       -0.1461
 148   4  115.00  -83.00       -0.1461
 149   4  117.00  -83.00       -0.1461
 150   4  119.00  -83.00       -0.1461
 151   4  121.00  -83.00       -0.1461
 152   4  123.00  -83.00       -0.1461
 153   4  125.00  -83.00       -0.1461
 154   4  127.00  -83.00       -0.1461
 155   4  129.00  -83.00       -0.1461
 156   4  131.00  -83.00       -0.1461
 157   4  133.00  -83.00       -0.1461
 158   4  135.00  -83.00       -0.1461
 159   4  137.00  -83.00       -0.1461
 160   4  139.00  -83.00       -0.1461
 161   4  141.00  -83.00       -0.1461
 162   4  143.00  -83.00       -0.1461
 163   4  145.00  -83.00       -0.1461
 164   4  147.00  -83.00       -0.1461
 165   4  149.00  -83.00       -0.1461
 166   4  151.00  -83.00       -0.1461
 167   4  153.00  -83.00       -0.1461
 168   4  155.00  -83.00       -0.1461
 169   4  157.00  -83.00       -0.1461
 170   4  159.00  -83.00       -0.1461
 171   4  161.00  -83.00       -0.1461
 172   4  163.00  -83.00       -0.1461
 173   4  165.00  -83.00       -0.1461
 174   4  167.00  -83.00       -0.1461
 175   4  169.00  -83.00       -0.1461
 176   4  171.00  -83.00       -0.1461
 177   4  173.00  -83.00       -0.1461
 178   4  175.00  -83.00       -0.1461
 179   4  177.00  -83.00       -0.1461
 180   4  179.00  -83.00       -0.1461
   1   5 -179.00  -81.00       -0.1461
   2   5 -177.00  -81.00       -0.1461
   3   5 -175.00  -81.00       -0.1461
   4   5 -173.00  -81.00       -0.1461
   5   5 -171.00  -81.00       -0.1461
   6   5 -169.00  -81.00       -0.1461
   7   5 -167.00  -81.00       -0.1461
   8   5 -165.00  -81.00       -0.1461
   9   5 -163.00  -81.00       -0.1461
  10   5 -161.00  -81.00       -0.1461
  11   5 -159.00  -81.00       -0.1461
  12   5 -157.00  -81.00       -0.1461
  13   5 -155.00  -81.00       -0.1461
  14   5 -153.00  -81.00       -0.1461
  15   5 -151.00  -81.00       -0.1461
  16   5 -149.00  -81.00       -0.1461
  17   5 -147.00  -81.00       -0.1461
  18   5 -145.00  -81.00       -0.1461
  19   5 -143.00  -81.00       -0.1461
  20   5 -141.00  -81.00       -0.1461
  21   5 -139.00  -81.00       -0.1461
  22   5 -137.00  -81.00       -0.1461
  23   5 -135.00  -81.00        0.9583
  24   5 -133.00  -81.00        1.0125
  25   5 -131.00  -81.00        1.0125
  26   5 -129.00  -81.00        1.0125
  27   5 -127.00  -81.00        1.0125
  28   5 -125.00  -81.00        1.0125
  29   5 -123.00  -81.00        1.0125
  30   5 -121.00  -81.00        1.0125
  31   5 -119.00  -81.00        1.0125
  32   5 -117.00  -81.00        1.0125
  33   5 -115.00  -81.00        1.0125
  34   5 -113.00  -81.00        1.0125
  35   5 -111.00  -81.00        1.0125
  36   5 -109.00  -81.00        1.0125
  37   5 -107.00  -81.00       -0.1461
  38   5 -105.00  -81.00       -0.1461
  39   5 -103.00  -81.00       -0.1461
  40   5 -101.00  -81.00       -0.1461
  41   5  -99.00  -81.00       -0.1461
  42   5  -97.00  -81.00       -0.1461
  43   5  -95.00  -81.00       -0.1461
  44   5  -93.00  -81.00       -0.1461
  45   5  -91.00  -81.00       -0.1461
  46   5  -89.00  -81.00       -0.1461
  47   5  -87.00  -81.00       -0.1461
  48   5  -85.00  -81.00       -0.1461
  49   5  -83.00  -81.00       -0.1461
  50   5  -81.00  -81.00       -0.1461
  51   5  -79.00  -81.00       -0.1461
  52   5  -77.00  -81.00       -0.1461
  53   5  -75.00  -81.00       -0.1461
  54   5  -73.00  -81.00       -0.1461
  55   5  -71.00  -81.00       -0.1461
  56   5  -69.00  -81.00       -0.1461
  57   5  -67.00  -81.00       -0.1461
  58   5  -65.00  -81.00       -0.1461
  59   5  -63.00  -81.00       -0.1461
  60   5  -61.00  -81.00       -0.1461
  61   5  -59.00  -81.00       -0.1461
  62   5  -57.00  -81.00       -0.1461
  63   5  -55.00  -81.00       -0.1461
  64   5  -53.00  -81.00       -0.1461
  65   5  -51.00  -81.00       -0.1461
  66   5  -49.00  -81.00       -0.1461
  67   5  -47.00  -81.00       -0.1461
  68   5  -45.00  -81.00       -0.1461
  69   5  -43.00  -81.00       -0.1461
  70   5  -41.00  -81.00       -0.1461
  71   5  -39.00  -81.00       -0.1461
  72   5  -37.00  -81.00       -0.1461
  73   5  -35.00  -81.00       -0.1461
  74   5  -33.00  -81.00       -0.1461
  75   5  -31.00  -81.00       -0.1461
  76   5  -29.00  -81.00       -0.1461
  77   5  -27.00  -81.00       -0.1461
  78   5  -25.00  -81.00       -0.1461
  79   5  -23.00  -81.00       -0.1461
  80   5  -21.00  -81.00       -0.1461
  81   5  -19.00  -81.00       -0.1461
  82   5  -17.00  -81.00       -0.1461
  83   5  -15.00  -81.00       -0.1461
  84   5  -13.00  -81.00       -0.1461
  85   5  -11.00  -81.00       -0.1461
  86   5   -9.00  -81.00       -0.1461
  87   5   -7.00  -81.00       -0.1461
  88   5   -5.00  -81.00       -0.1461
  89   5   -3.00  -81.00       -0.1461
  90   5   -1.00  -81.00       -0.1461
  91   5    1.00  -81.00       -0.1461
  92   5    3.00  -81.00       -0.1461
  93   5    5.00  -81.00       -0.1461
  94   5    7.00  -81.00       -0.1461
  95   5    9.00  -81.00       -0.1461
  96   5   11.00  -81.00       -0.1461
  97   5   13.00  -81.00       -0.1461
  98   5   15.00  -81.00       -0.1461
  99   5   17.00  -81.00       -0.1461
 100   5   19.00  -81.00       -0.1461
 101   5   21.00  -81.00       -0.1461
 102   5   23.00  -81.00       -0.1461
 103   5   25.00  -81.00       -0.1461
 104   5   27.00  -81.00       -0.1461
 105   5   29.00  -81.00       -0.1461
 106   5   31.00  -81.00       -0.1461
 107   5   33.00  -81.00       -0.1461
 108   5   35.00  -81.00       -0.1461
 109   5   37.00  -81.00       -0.1461
 110   5   39.00  -81.00       -0.1461
 111   5   41.00  -81.00       -0.1461
 112   5   43.00  -81.00       -0.1461
 113   5   45.00  -81.00       -0.1461
 114   5   47.00  -81.00       -0.1461
 115   5   49.00  -81.00       -0.1461
 116   5   51.00  -81.00       -0.1461
 117   5   53.00  -81.00       -0.1461
 118   5   55.00  -81.00       -0.1461
 119   5   57.00  -81.00       -0.1461
 120   5   59.00  -81.00       -0.1461
 121   5   61.00  -81.00       -0.1461
 122   5   63.00  -81.00       -0.1461
 123   5   65.00  -81.00       -0.1461
 124   5   67.00  -81.00       -0.1461
 125   5   69.00  -81.00       -0.1461
 126   5   71.00  -81.00       -0.1461
 127   5   73.00  -81.00       -0.1461
 128   5   75.00  -81.00       -0.1461
 129   5   77.00  -81.00       -0.1461
 130   5   79.00  -81.00       -0.1461
 131   5   81.00  -81.00       -0.1461
 132   5   83.00  -81.00       -0.1461
 133   5   85.00  -81.00       -0.1461
 134   5   87.00  -81.00       -0.1461
 135   5   89.00  -81.00       -0.1461
 136   5   91.00  -81.00       -0.1461
 137   5   93.00  -81.00       -0.1461
 138   5   95.00  -81.00       -0.1461
 139   5   97.00  -81.00       -0.1461
 140   5   99.00  -81.00        1.6481
 141   5  101.00  -81.00        1.7362
 142   5  103.00  -81.00        1.7362
 143   5  105.00  -81.00        1.7362
 144   5  107.00  -81.00        1.7362
 145   5  109.00  -81.00        1.7362
 146   5  111.00  -81.00        1.7362
 147   5  113.00  -81.00        1.7362
 148   5  115.00  -81.00        1.7362
 149   5  117.00  -81.00        1.6481
 150   5  119.00  -81.00       -0.1461
 151   5  121.00  -81.00       -0.1461
 152   5  123.00  -81.00       -0.1461
 153   5  125.00  -81.00       -0.1461
 154   5  127.00  -81.00       -0.1461
 155   5  129.00  -81.00       -0.1461
 156   5  131.00  -81.00       -0.1461
 157   5  133.00  -81.00       -0.1461
 158   5  135.00  -81.00       -0.1461
 159   5  137.00  -81.00       -0.1461
 160   5  139.00  -81.00       -0.1461
 161   5  141.00  -81.00       -0.1461
 162   5  143.00  -81.00       -0.1461
 163   5  145.00  -81.00       -0.1461
 164   5  147.00  -81.00       -0.1461
 165   5  149.00  -81.00       -0.1461
 166   5  151.00  -81.00       -0.1461
 167   5  153.00  -81.00       -0.1461
 168   5  155.00  -81.00       -0.1461
 169   5  157.00  -81.00       -0.1461
 170   5  159.00  -81.00       -0.1461
 171   5  161.00  -81.00       -0.1461
 172   5  163.00  -81.00        1.8379
 173   5  165.00  -81.00        1.8379
 174   5  167.00  -81.00        1.8379
 175   5  169.00  -81.00        1.8379
 176   5  171.00  -81.00        1.7451
 177   5  173.00  -81.00       -0.1461
 178   5  175.00  -81.00       -0.1461
 179   5  177.00  -81.00       -0.1461
 180   5  179.00  -81.00       -0.1461
   1   6 -179.00  -79.00     9999.0000
   2   6 -177.00  -79.00     9999.0000
   3   6 -175.00  -79.00     9999.0000
   4   6 -173.00  -79.00     9999.0000
   5   6 -171.00  -79.00     9999.0000
   6   6 -169.00  -79.00     9999.0000
   7   6 -167.00  -79.00     9999.0000
   8   6 -165.00  -79.00     9999.0000
   9   6 -163.00  -79.00     9999.0000
  10   6 -161.00  -79.00     9999.0000
  11   6 -159.00  -79.00     9999.0000
  12   6 -157.00  -79.00     9999.0000
  13   6 -155.00  -79.00     9999.0000
  14   6 -153.00  -79.00     9999.0000
  15   6 -151.00  -79.00     9999.0000
  16   6 -149.00  -79.00     9999.0000
  17   6 -147.00  -79.00     9999.0000
  18   6 -145.00  -79.00     9999.0000
  19   6 -143.00  -79.00     9999.0000
  20   6 -141.00  -79.00     9999.0000
  21   6 -139.00  -79.00     9999.0000
  22   6 -137.00  -79.00     9999.0000
  23   6 -135.00  -79.00        1.0723
  24   6 -133.00  -79.00        1.0723
  25   6 -131.00  -79.00        1.0723
  26   6 -129.00  -79.00        1.0723
  27   6 -127.00  -79.00        1.0723
  28   6 -125.00  -79.00        1.0723
  29   6 -123.00  -79.00        1.0723
  30   6 -121.00  -79.00        1.0723
  31   6 -119.00  -79.00        1.0723
  32   6 -117.00  -79.00        1.0723
  33   6 -115.00  -79.00        1.0723
  34   6 -113.00  -79.00        1.0723
  35   6 -111.00  -79.00        1.0723
  36   6 -109.00  -79.00        1.0723
  37   6 -107.00  -79.00     9999.0000
  38   6 -105.00  -79.00     9999.0000
  39   6 -103.00  -79.00     9999.0000
  40   6 -101.00  -79.00     9999.0000
  41   6  -99.00  -79.00     9999.0000
  42   6  -97.00  -79.00     9999.0000
  43   6  -95.00  -79.00     9999.0000
  44   6  -93.00  -79.00     9999.0000
  45   6  -91.00  -79.00     9999.0000
  46   6  -89.00  -79.00     9999.0000
  47   6  -87.00  -79.00     9999.0000
  48   6  -85.00  -79.00     9999.0000
  49   6  -83.00  -79.00     9999.0000
  50   6  -81.00  -79.00     9999.0000
  51   6  -79.00  -79.00     9999.0000
  52   6  -77.00  -79.00     9999.0000
  53   6  -75.00  -79.00     9999.0000
  54   6  -73.00  -79.00     9999.0000
  55   6  -71.00  -79.00     9999.0000
  56   6  -69.00  -79.00     9999.0000
  57   6  -67.00  -79.00     9999.0000
  58   6  -65.00  -79.00     9999.0000
  59   6  -63.00  -79.00     9999.0000
  60   6  -61.00  -79.00     9999.0000
  61   6  -59.00  -79.00     9999.0000
  62   6  -57.00  -79.00     9999.0000
  63   6  -55.00  -79.00     9999.0000
  64   6  -53.00  -79.00     9999.0000
  65   6  -51.00  -79.00     9999.0000
  66   6  -49.00  -79.00     9999.0000
  67   6  -47.00  -79.00     9999.0000
  68   6  -45.00  -79.00        0.5400
  69   6  -43.00  -79.00        0.5400
  70   6  -41.00  -79.00        0.5400
  71   6  -39.00  -79.00        0.5400
  72   6  -37.00  -79.00        0.5400
  73   6  -35.00  -79.00        1.0075
  74   6  -33.00  -79.00        1.0075
  75   6  -31.00  -79.00        1.0075
  76   6  -29.00  -79.00        1.0075
  77   6  -27.00  -79.00        0.9151
  78   6  -25.00  -79.00        0.8226
  79   6  -23.00  -79.00        0.8226
  80   6  -21.00  -79.00        0.8226
  81   6  -19.00  -79.00        0.8226
  82   6  -17.00  -79.00     9999.0000
  83   6  -15.00  -79.00     9999.0000
  84   6  -13.00  -79.00     9999.0000
  85   6  -11.00  -79.00     9999.0000
  86   6   -9.00  -79.00     9999.0000
  87   6   -7.00  -79.00     9999.0000
  88   6   -5.00  -79.00     9999.0000
  89   6   -3.00  -79.00     9999.0000
  90   6   -1.00  -79.00     9999.0000
  91   6    1.00  -79.00     9999.0000
  92   6    3.00  -79.00     9999.0000
  93   6    5.00  -79.00     9999.0000
  94   6    7.00  -79.00     9999.0000
  95   6    9.00  -79.00     9999.0000
  96   6   11.00  -79.00     9999.0000
  97   6   13.00  -79.00     9999.0000
  98   6   15.00  -79.00     9999.0000
  99   6   17.00  -79.00     9999.0000
 100   6   19.00  -79.00     9999.0000
 101   6   21.00  -79.00     9999.0000
 102   6   23.00  -79.00     9999.0000
 103   6   25.00  -79.00     9999.0000
 104   6   27.00  -79.00     9999.0000
 105   6   29.00  -79.00     9999.0000
 106   6   31.00  -79.00     9999.0000
 107   6   33.00  -79.00     9999.0000
 108   6   35.00  -79.00     9999.0000
 109   6   37.00  -79.00     9999.0000
 110   6   39.00  -79.00     9999.0000
 111   6   41.00  -79.00     9999.0000
 112   6   43.00  -79.00     9999.0000
 113   6   45.00  -79.00     9999.0000
 114   6   47.00  -79.00     9999.0000
 115   6   49.00  -79.00     9999.0000
 116   6   51.00  -79.00     9999.0000
 117   6   53.00  -79.00     9999.0000
 118   6   55.00  -79.00     9999.0000
 119   6   57.00  -79.00     9999.0000
 120   6   59.00  -79.00     9999.0000
 121   6   61.00  -79.00     9999.0000
 122   6   63.00  -79.00     9999.0000
 123   6   65.00  -79.00     9999.0000
 124   6   67.00  -79.00     9999.0000
 125   6   69.00  -79.00     9999.0000
 126   6   71.00  -79.00     9999.0000
 127   6   73.00  -79.00     9999.0000
 128   6   75.00  -79.00     9999.0000
 129   6   77.00  -79.00     9999.0000
 130   6   79.00  -79.00     9999.0000
 131   6   81.00  -79.00     9999.0000
 132   6   83.00  -79.00     9999.0000
 133   6   85.00  -79.00     9999.0000
 134   6   87.00  -79.00     9999.0000
 135   6   89.00  -79.00     9999.0000
 136   6   91.00  -79.00     9999.0000
 137   6   93.00  -79.00     9999.0000
 138   6   95.00  -79.00     9999.0000
 139   6   97.00  -79.00     9999.0000
 140   6   99.00  -79.00        1.8333
 141   6  101.00  -79.00        1.8333
 142   6  103.00  -79.00        1.8333
 143   6  105.00  -79.00        1.8333
 144   6  107.00  -79.00        1.8333
 145   6  109.00  -79.00        1.8333
 146   6  111.00  -79.00        1.8333
 147   6  113.00  -79.00        1.8333
 148   6  115.00  -79.00        1.8333
 149   6  117.00  -79.00        1.8333
 150   6  119.00  -79.00     9999.0000
 151   6  121.00  -79.00     9999.0000
 152   6  123.00  -79.00     9999.0000
 153   6  125.00  -79.00     9999.0000
 154   6  127.00  -79.00     9999.0000
 155   6  129.00  -79.00     9999.0000
 156   6  131.00  -79.00     9999.0000
 157   6  133.00  -79.00     9999.0000
 158   6  135.00  -79.00     9999.0000
 159   6  137.00  -79.00     9999.0000
 160   6  139.00  -79.00     9999.0000
 161   6  141.00  -79.00     9999.0000
 162   6  143.00  -79.00     9999.0000
 163   6  145.00  -79.00     9999.0000
 164   6  147.00  -79.00     9999.0000
 165   6  149.00  -79.00     9999.0000
 166   6  151.00  -79.00     9999.0000
 167   6  153.00  -79.00        2.2876
 168   6  155.00  -79.00        2.2876
 169   6  157.00  -79.00        2.2876
 170   6  159.00  -79.00        2.2876
 171   6  161.00  -79.00        2.2876
 172   6  163.00  -79.00        1.9328
 173   6  165.00  -79.00        1.9328
 174   6  167.00  -79.00        1.9328
 175   6  169.00  -79.00        1.9328
 176   6  171.00  -79.00        1.8141
 177   6  173.00  -79.00        1.3872
 178   6  175.00  -79.00        1.3872
 179   6  177.00  -79.00        1.3872
 180   6  179.00  -79.00        1.3872
   1   7 -179.00  -77.00     9999.0000
   2   7 -177.00  -77.00     9999.0000
   3   7 -175.00  -77.00     9999.0000
   4   7 -173.00  -77.00     9999.0000
   5   7 -171.00  -77.00     9999.0000
   6   7 -169.00  -77.00     9999.0000
   7   7 -167.00  -77.00     9999.0000
   8   7 -165.00  -77.00     9999.0000
   9   7 -163.00  -77.00     9999.0000
  10   7 -161.00  -77.00     9999.0000
  11   7 -159.00  -77.00     9999.0000
  12   7 -157.00  -77.00     9999.0000
  13   7 -155.00  -77.00     9999.0000
  14   7 -153.00  -77.00     9999.0000
  15   7 -151.00  -77.00     9999.0000
  16   7 -149.00  -77.00     9999.0000
  17   7 -147.00  -77.00     9999.0000
  18   7 -145.00  -77.00     9999.0000
  19   7 -143.00  -77.00     9999.0000
  20   7 -141.00  -77.00     9999.0000
  21   7 -139.00  -77.00     9999.0000
  22   7 -137.00  -77.00     9999.0000
  23   7 -135.00  -77.00     9999.0000
  24   7 -133.00  -77.00     9999.0000
  25   7 -131.00  -77.00     9999.0000
  26   7 -129.00  -77.00     9999.0000
  27   7 -127.00  -77.00     9999.0000
  28   7 -125.00  -77.00     9999.0000
  29   7 -123.00  -77.00     9999.0000
  30   7 -121.00  -77.00     9999.0000
  31   7 -119.00  -77.00     9999.0000
  32   7 -117.00  -77.00     9999.0000
  33   7 -115.00  -77.00     9999.0000
  34   7 -113.00  -77.00     9999.0000
  35   7 -111.00  -77.00     9999.0000
  36   7 -109.00  -77.00     9999.0000
  37   7 -107.00  -77.00     9999.0000
  38   7 -105.00  -77.00     9999.0000
  39   7 -103.00  -77.00     9999.0000
  40   7 -101.00  -77.00     9999.0000
  41   7  -99.00  -77.00     9999.0000
  42   7  -97.00  -77.00     9999.0000
  43   7  -95.00  -77.00     9999.0000
  44   7  -93.00  -77.00     9999.0000
  45   7  -91.00  -77.00     9999.0000
  46   7  -89.00  -77.00     9999.0000
  47   7  -87.00  -77.00     9999.0000
  48   7  -85.00  -77.00     9999.0000
  49   7  -83.00  -77.00     9999.0000
  50   7  -81.00  -77.00     9999.0000
  51   7  -79.00  -77.00     9999.0000
  52   7  -77.00  -77.00     9999.0000
  53   7  -75.00  -77.00     9999.0000
  54   7  -73.00  -77.00     9999.0000
  55   7  -71.00  -77.00     9999.0000
  56   7  -69.00  -77.00     9999.0000
  57   7  -67.00  -77.00     9999.0000
  58   7  -65.00  -77.00     9999.0000
  59   7  -63.00  -77.00     9999.0000
  60   7  -61.00  -77.00     9999.0000
  61   7  -59.00  -77.00     9999.0000
  62   7  -57.00  -77.00     9999.0000
  63   7  -55.00  -77.00     9999.0000
  64   7  -53.00  -77.00     9999.0000
  65   7  -51.00  -77.00     9999.0000
  66   7  -49.00  -77.00     9999.0000
  67   7  -47.00  -77.00     9999.0000
  68   7  -45.00  -77.00        0.5400
  69   7  -43.00  -77.00        0.5400
  70   7  -41.00  -77.00        0.5400
  71   7  -39.00  -77.00        0.5400
