_______June_2021_____________ L-OTI(^S^o^N^C) Anomaly vs 1951-1980              
   i   j     lon     lat    array(i,j)
 131   4   81.00  -83.00       -2.3353
 132   4   83.00  -83.00       -2.3353
 133   4   85.00  -83.00       -2.3353
 134   4   87.00  -83.00       -2.3353
 135   4   89.00  -83.00       -2.3353
 136   4   91.00  -83.00       -2.3353
 137   4   93.00  -83.00       -2.3353
 138   4   95.00  -83.00       -2.3353
 139   4   97.00  -83.00       -2.3353
 140   4   99.00  -83.00       -2.3353
 141   4  101.00  -83.00       -2.3353
 142   4  103.00  -83.00       -2.3353
 143   4  105.00  -83.00       -2.3353
 144   4  107.00  -83.00       -2.3353
 145   4  109.00  -83.00       -2.3353
 146   4  111.00  -83.00       -2.3353
 147   4  113.00  -83.00       -2.3353
 148   4  115.00  -83.00       -2.3353
 149   4  117.00  -83.00       -2.3353
 150   4  119.00  -83.00       -2.3353
 151   4  121.00  -83.00       -2.3353
 152   4  123.00  -83.00       -2.3353
 153   4  125.00  -83.00       -2.3353
 154   4  127.00  -83.00       -2.3353
 155   4  129.00  -83.00       -2.3353
 156   4  131.00  -83.00       -2.3353
 157   4  133.00  -83.00       -2.3353
 158   4  135.00  -83.00       -2.3353
 159   4  137.00  -83.00       -2.3353
 160   4  139.00  -83.00       -2.3353
 161   4  141.00  -83.00       -2.3353
 162   4  143.00  -83.00       -2.3353
 163   4  145.00  -83.00       -2.3353
 164   4  147.00  -83.00       -2.3353
 165   4  149.00  -83.00       -2.3353
 166   4  151.00  -83.00       -2.3353
 167   4  153.00  -83.00       -2.3353
 168   4  155.00  -83.00       -2.3353
 169   4  157.00  -83.00       -2.3353
 170   4  159.00  -83.00       -2.3353
 171   4  161.00  -83.00       -2.3353
 172   4  163.00  -83.00       -2.3353
 173   4  165.00  -83.00       -2.3353
 174   4  167.00  -83.00       -2.3353
 175   4  169.00  -83.00       -2.3353
 176   4  171.00  -83.00       -2.3353
 177   4  173.00  -83.00       -2.3353
 178   4  175.00  -83.00       -2.3353
 179   4  177.00  -83.00       -2.3353
 180   4  179.00  -83.00       -2.3353
   1   5 -179.00  -81.00        0.8987
   2   5 -177.00  -81.00        0.8987
   3   5 -175.00  -81.00        0.8987
   4   5 -173.00  -81.00        0.8987
   5   5 -171.00  -81.00        1.1044
   6   5 -169.00  -81.00        1.3101
   7   5 -167.00  -81.00        1.3101
   8   5 -165.00  -81.00        1.3101
   9   5 -163.00  -81.00        1.3101
  10   5 -161.00  -81.00        1.8140
  11   5 -159.00  -81.00        1.8140
  12   5 -157.00  -81.00        1.8140
  13   5 -155.00  -81.00        1.8140
  14   5 -153.00  -81.00        2.1142
  15   5 -151.00  -81.00        2.4144
  16   5 -149.00  -81.00        2.4144
  17   5 -147.00  -81.00        2.4144
  18   5 -145.00  -81.00        2.4144
  19   5 -143.00  -81.00        3.1347
  20   5 -141.00  -81.00        3.1347
  21   5 -139.00  -81.00        3.1347
  22   5 -137.00  -81.00        3.1347
  23   5 -135.00  -81.00        3.5322
  24   5 -133.00  -81.00        3.9296
  25   5 -131.00  -81.00        3.9296
  26   5 -129.00  -81.00        3.9296
  27   5 -127.00  -81.00        3.9296
  28   5 -125.00  -81.00        4.1491
  29   5 -123.00  -81.00        4.1491
  30   5 -121.00  -81.00        4.1491
  31   5 -119.00  -81.00        4.1491
  32   5 -117.00  -81.00        4.1708
  33   5 -115.00  -81.00        4.1925
  34   5 -113.00  -81.00        4.1925
  35   5 -111.00  -81.00        4.1925
  36   5 -109.00  -81.00        4.1925
  37   5 -107.00  -81.00        4.0550
  38   5 -105.00  -81.00        4.0550
  39   5 -103.00  -81.00        4.0550
  40   5 -101.00  -81.00        4.0550
  41   5  -99.00  -81.00        3.8208
  42   5  -97.00  -81.00        3.5866
  43   5  -95.00  -81.00        3.5866
  44   5  -93.00  -81.00        3.5866
  45   5  -91.00  -81.00        3.5866
  46   5  -89.00  -81.00        2.6001
  47   5  -87.00  -81.00        2.6001
  48   5  -85.00  -81.00        2.6001
  49   5  -83.00  -81.00        2.6001
  50   5  -81.00  -81.00        1.9792
  51   5  -79.00  -81.00        1.3583
  52   5  -77.00  -81.00        1.3583
  53   5  -75.00  -81.00        1.3583
  54   5  -73.00  -81.00        1.3583
  55   5  -71.00  -81.00       -0.8569
  56   5  -69.00  -81.00       -0.8569
  57   5  -67.00  -81.00       -0.8569
  58   5  -65.00  -81.00       -0.8569
  59   5  -63.00  -81.00       -1.9051
  60   5  -61.00  -81.00       -2.9532
  61   5  -59.00  -81.00       -2.9532
  62   5  -57.00  -81.00       -2.9532
  63   5  -55.00  -81.00       -2.9532
  64   5  -53.00  -81.00       -4.6858
  65   5  -51.00  -81.00       -4.6858
  66   5  -49.00  -81.00       -4.6858
  67   5  -47.00  -81.00       -4.6858
  68   5  -45.00  -81.00       -5.2348
  69   5  -43.00  -81.00       -5.7838
  70   5  -41.00  -81.00       -5.7838
  71   5  -39.00  -81.00       -5.7838
  72   5  -37.00  -81.00       -5.7838
  73   5  -35.00  -81.00       -6.7731
  74   5  -33.00  -81.00       -6.7731
  75   5  -31.00  -81.00       -6.7731
  76   5  -29.00  -81.00       -6.7731
  77   5  -27.00  -81.00       -7.0194
  78   5  -25.00  -81.00       -7.2657
  79   5  -23.00  -81.00       -7.2657
  80   5  -21.00  -81.00       -7.2657
  81   5  -19.00  -81.00       -7.2657
  82   5  -17.00  -81.00       -7.1906
  83   5  -15.00  -81.00       -7.1906
  84   5  -13.00  -81.00       -7.1906
  85   5  -11.00  -81.00       -7.1906
  86   5   -9.00  -81.00       -6.8689
  87   5   -7.00  -81.00       -6.5472
  88   5   -5.00  -81.00       -6.5472
  89   5   -3.00  -81.00       -6.5472
  90   5   -1.00  -81.00       -6.5472
  91   5    1.00  -81.00       -5.7875
  92   5    3.00  -81.00       -5.7875
  93   5    5.00  -81.00       -5.7875
  94   5    7.00  -81.00       -5.7875
  95   5    9.00  -81.00       -5.3597
  96   5   11.00  -81.00       -4.9319
  97   5   13.00  -81.00       -4.9319
  98   5   15.00  -81.00       -4.9319
  99   5   17.00  -81.00       -4.9319
 100   5   19.00  -81.00       -3.5061
 101   5   21.00  -81.00       -3.5061
 102   5   23.00  -81.00       -3.5061
 103   5   25.00  -81.00       -3.5061
 104   5   27.00  -81.00       -3.2867
 105   5   29.00  -81.00       -3.0673
 106   5   31.00  -81.00       -3.0673
 107   5   33.00  -81.00       -3.0673
 108   5   35.00  -81.00       -3.0673
 109   5   37.00  -81.00       -2.7572
 110   5   39.00  -81.00       -2.7572
 111   5   41.00  -81.00       -2.7572
 112   5   43.00  -81.00       -2.7572
 113   5   45.00  -81.00       -3.0375
 114   5   47.00  -81.00       -3.3177
 115   5   49.00  -81.00       -3.3177
 116   5   51.00  -81.00       -3.3177
 117   5   53.00  -81.00       -3.3177
 118   5   55.00  -81.00       -4.2076
 119   5   57.00  -81.00       -4.2076
 120   5   59.00  -81.00       -4.2076
 121   5   61.00  -81.00       -4.2076
 122   5   63.00  -81.00       -4.5402
 123   5   65.00  -81.00       -4.8727
 124   5   67.00  -81.00       -4.8727
 125   5   69.00  -81.00       -4.8727
 126   5   71.00  -81.00       -4.8727
 127   5   73.00  -81.00       -4.9008
 128   5   75.00  -81.00       -4.9008
 129   5   77.00  -81.00       -4.9008
 130   5   79.00  -81.00       -4.9008
 131   5   81.00  -81.00       -4.6991
 132   5   83.00  -81.00       -4.4974
 133   5   85.00  -81.00       -4.4974
 134   5   87.00  -81.00       -4.4974
 135   5   89.00  -81.00       -4.4974
 136   5   91.00  -81.00       -4.0421
 137   5   93.00  -81.00       -4.0421
 138   5   95.00  -81.00       -4.0421
 139   5   97.00  -81.00       -4.0421
 140   5   99.00  -81.00       -3.8969
 141   5  101.00  -81.00       -3.7518
 142   5  103.00  -81.00       -3.7518
 143   5  105.00  -81.00       -3.7518
 144   5  107.00  -81.00       -3.7518
 145   5  109.00  -81.00       -2.7584
 146   5  111.00  -81.00       -2.7584
 147   5  113.00  -81.00       -2.7584
 148   5  115.00  -81.00       -2.7584
 149   5  117.00  -81.00       -2.2285
 150   5  119.00  -81.00       -1.6986
 151   5  121.00  -81.00       -1.6986
 152   5  123.00  -81.00       -1.6986
 153   5  125.00  -81.00       -1.6986
 154   5  127.00  -81.00       -1.0751
 155   5  129.00  -81.00       -1.0751
 156   5  131.00  -81.00       -1.0751
 157   5  133.00  -81.00       -1.0751
 158   5  135.00  -81.00       -0.8913
 159   5  137.00  -81.00       -0.7074
 160   5  139.00  -81.00       -0.7074
 161   5  141.00  -81.00       -0.7074
 162   5  143.00  -81.00       -0.7074
 163   5  145.00  -81.00       -0.3878
 164   5  147.00  -81.00       -0.3878
 165   5  149.00  -81.00       -0.3878
 166   5  151.00  -81.00       -0.3878
 167   5  153.00  -81.00       -0.2542
 168   5  155.00  -81.00       -0.1206
 169   5  157.00  -81.00       -0.1206
 170   5  159.00  -81.00       -0.1206
 171   5  161.00  -81.00       -0.1206
 172   5  163.00  -81.00        0.0901
 173   5  165.00  -81.00        0.0901
 174   5  167.00  -81.00        0.0901
 175   5  169.00  -81.00        0.0901
 176   5  171.00  -81.00        0.3222
 177   5  173.00  -81.00        0.5544
 178   5  175.00  -81.00        0.5544
 179   5  177.00  -81.00        0.5544
 180   5  179.00  -81.00        0.5544
   1   6 -179.00  -79.00        1.0100
   2   6 -177.00  -79.00        1.0100
   3   6 -175.00  -79.00        1.0100
   4   6 -173.00  -79.00        1.0100
   5   6 -171.00  -79.00        1.2585
   6   6 -169.00  -79.00        1.5070
   7   6 -167.00  -79.00        1.5070
   8   6 -165.00  -79.00        1.5070
   9   6 -163.00  -79.00        1.5070
  10   6 -161.00  -79.00        2.0719
  11   6 -159.00  -79.00        2.0719
  12   6 -157.00  -79.00        2.0719
  13   6 -155.00  -79.00        2.0719
  14   6 -153.00  -79.00        2.4231
  15   6 -151.00  -79.00        2.7743
  16   6 -149.00  -79.00        2.7743
  17   6 -147.00  -79.00        2.7743
  18   6 -145.00  -79.00        2.7743
  19   6 -143.00  -79.00        3.9571
  20   6 -141.00  -79.00        3.9571
  21   6 -139.00  -79.00        3.9571
  22   6 -137.00  -79.00        3.9571
  23   6 -135.00  -79.00        4.2588
  24   6 -133.00  -79.00        4.5605
  25   6 -131.00  -79.00        4.5605
  26   6 -129.00  -79.00        4.5605
  27   6 -127.00  -79.00        4.5605
  28   6 -125.00  -79.00        4.7271
  29   6 -123.00  -79.00        4.7271
  30   6 -121.00  -79.00        4.7271
  31   6 -119.00  -79.00        4.7271
  32   6 -117.00  -79.00        4.7436
  33   6 -115.00  -79.00        4.7601
  34   6 -113.00  -79.00        4.7601
  35   6 -111.00  -79.00        4.7601
  36   6 -109.00  -79.00        4.7601
  37   6 -107.00  -79.00        4.6557
  38   6 -105.00  -79.00        4.6557
  39   6 -103.00  -79.00        4.6557
  40   6 -101.00  -79.00        4.6557
  41   6  -99.00  -79.00        4.3189
  42   6  -97.00  -79.00        3.9821
  43   6  -95.00  -79.00        3.9821
  44   6  -93.00  -79.00        3.9821
  45   6  -91.00  -79.00        3.9821
  46   6  -89.00  -79.00        3.0251
  47   6  -87.00  -79.00        3.0251
  48   6  -85.00  -79.00        3.0251
  49   6  -83.00  -79.00        3.0251
  50   6  -81.00  -79.00        2.5380
  51   6  -79.00  -79.00        2.0509
  52   6  -77.00  -79.00        2.0509
  53   6  -75.00  -79.00        2.0509
  54   6  -73.00  -79.00        2.0509
  55   6  -71.00  -79.00       -0.1973
  56   6  -69.00  -79.00       -0.1973
  57   6  -67.00  -79.00       -0.1973
  58   6  -65.00  -79.00       -0.1973
  59   6  -63.00  -79.00       -1.3646
  60   6  -61.00  -79.00       -2.5319
  61   6  -59.00  -79.00       -2.5319
  62   6  -57.00  -79.00       -2.5319
  63   6  -55.00  -79.00       -2.5319
  64   6  -53.00  -79.00       -4.8320
  65   6  -51.00  -79.00       -4.8320
  66   6  -49.00  -79.00       -4.8320
  67   6  -47.00  -79.00       -4.8320
  68   6  -45.00  -79.00       -5.4322
  69   6  -43.00  -79.00       -6.0325
  70   6  -41.00  -79.00       -6.0325
  71   6  -39.00  -79.00       -6.0325
  72   6  -37.00  -79.00       -6.0325
  73   6  -35.00  -79.00       -6.9646
  74   6  -33.00  -79.00       -6.9646
  75   6  -31.00  -79.00       -6.9646
  76   6  -29.00  -79.00       -6.9646
  77   6  -27.00  -79.00       -7.2577
  78   6  -25.00  -79.00       -7.5508
  79   6  -23.00  -79.00       -7.5508
  80   6  -21.00  -79.00       -7.5508
  81   6  -19.00  -79.00       -7.5508
  82   6  -17.00  -79.00       -7.3256
  83   6  -15.00  -79.00       -7.3256
  84   6  -13.00  -79.00       -7.3256
  85   6  -11.00  -79.00       -7.3256
  86   6   -9.00  -79.00       -6.9498
  87   6   -7.00  -79.00       -6.5740
  88   6   -5.00  -79.00       -6.5740
  89   6   -3.00  -79.00       -6.5740
  90   6   -1.00  -79.00       -6.5740
  91   6    1.00  -79.00       -5.7103
  92   6    3.00  -79.00       -5.7103
  93   6    5.00  -79.00       -5.7103
  94   6    7.00  -79.00       -5.7103
  95   6    9.00  -79.00       -5.1883
  96   6   11.00  -79.00       -4.6664
  97   6   13.00  -79.00       -4.6664
  98   6   15.00  -79.00       -4.6664
  99   6   17.00  -79.00       -4.6664
 100   6   19.00  -79.00       -3.1635
 101   6   21.00  -79.00       -3.1635
 102   6   23.00  -79.00       -3.1635
 103   6   25.00  -79.00       -3.1635
 104   6   27.00  -79.00       -2.9328
 105   6   29.00  -79.00       -2.7021
 106   6   31.00  -79.00       -2.7021
 107   6   33.00  -79.00       -2.7021
 108   6   35.00  -79.00       -2.7021
 109   6   37.00  -79.00       -2.4536
 110   6   39.00  -79.00       -2.4536
 111   6   41.00  -79.00       -2.4536
 112   6   43.00  -79.00       -2.4536
 113   6   45.00  -79.00       -2.7146
 114   6   47.00  -79.00       -2.9757
 115   6   49.00  -79.00       -2.9757
 116   6   51.00  -79.00       -2.9757
 117   6   53.00  -79.00       -2.9757
 118   6   55.00  -79.00       -3.8152
 119   6   57.00  -79.00       -3.8152
 120   6   59.00  -79.00       -3.8152
 121   6   61.00  -79.00       -3.8152
 122   6   63.00  -79.00       -4.1645
 123   6   65.00  -79.00       -4.5139
 124   6   67.00  -79.00       -4.5139
 125   6   69.00  -79.00       -4.5139
 126   6   71.00  -79.00       -4.5139
 127   6   73.00  -79.00       -4.6830
 128   6   75.00  -79.00       -4.6830
 129   6   77.00  -79.00       -4.6830
 130   6   79.00  -79.00       -4.6830
 131   6   81.00  -79.00       -4.4963
 132   6   83.00  -79.00       -4.3096
 133   6   85.00  -79.00       -4.3096
 134   6   87.00  -79.00       -4.3096
 135   6   89.00  -79.00       -4.3096
 136   6   91.00  -79.00       -3.8783
 137   6   93.00  -79.00       -3.8783
 138   6   95.00  -79.00       -3.8783
 139   6   97.00  -79.00       -3.8783
 140   6   99.00  -79.00       -3.6936
 141   6  101.00  -79.00       -3.5088
 142   6  103.00  -79.00       -3.5088
 143   6  105.00  -79.00       -3.5088
 144   6  107.00  -79.00       -3.5088
 145   6  109.00  -79.00       -2.6599
 146   6  111.00  -79.00       -2.6599
 147   6  113.00  -79.00       -2.6599
 148   6  115.00  -79.00       -2.6599
 149   6  117.00  -79.00       -2.1159
 150   6  119.00  -79.00       -1.5718
 151   6  121.00  -79.00       -1.5718
 152   6  123.00  -79.00       -1.5718
 153   6  125.00  -79.00       -1.5718
 154   6  127.00  -79.00       -0.9251
 155   6  129.00  -79.00       -0.9251
 156   6  131.00  -79.00       -0.9251
 157   6  133.00  -79.00       -0.9251
 158   6  135.00  -79.00       -0.7100
 159   6  137.00  -79.00       -0.4949
 160   6  139.00  -79.00       -0.4949
 161   6  141.00  -79.00       -0.4949
 162   6  143.00  -79.00       -0.4949
 163   6  145.00  -79.00       -0.2357
 164   6  147.00  -79.00       -0.2357
 165   6  149.00  -79.00       -0.2357
 166   6  151.00  -79.00       -0.2357
 167   6  153.00  -79.00       -0.1077
 168   6  155.00  -79.00        0.0202
 169   6  157.00  -79.00        0.0202
 170   6  159.00  -79.00        0.0202
 171   6  161.00  -79.00        0.0202
 172   6  163.00  -79.00        0.2948
 173   6  165.00  -79.00        0.2948
 174   6  167.00  -79.00        0.2948
 175   6  169.00  -79.00        0.2948
 176   6  171.00  -79.00        0.4901
 177   6  173.00  -79.00        0.6854
 178   6  175.00  -79.00        0.6854
 179   6  177.00  -79.00        0.6854
 180   6  179.00  -79.00        0.6854
   1   7 -179.00  -77.00        0.8658
   2   7 -177.00  -77.00        0.8658
   3   7 -175.00  -77.00        0.8658
   4   7 -173.00  -77.00        0.8658
   5   7 -171.00  -77.00        1.1976
   6   7 -169.00  -77.00        1.5295
   7   7 -167.00  -77.00        1.5295
   8   7 -165.00  -77.00        1.5295
   9   7 -163.00  -77.00        1.5295
  10   7 -161.00  -77.00        2.1853
  11   7 -159.00  -77.00        2.1853
  12   7 -157.00  -77.00        2.1853
  13   7 -155.00  -77.00        2.1853
  14   7 -153.00  -77.00        2.6286
  15   7 -151.00  -77.00        3.0720
  16   7 -149.00  -77.00        3.0720
  17   7 -147.00  -77.00        3.0720
  18   7 -145.00  -77.00        3.0720
  19   7 -143.00  -77.00        5.3585
  20   7 -141.00  -77.00        5.3585
  21   7 -139.00  -77.00        5.3585
  22   7 -137.00  -77.00        5.3585
  23   7 -135.00  -77.00        5.3585
  24   7 -133.00  -77.00        5.3585
  25   7 -131.00  -77.00        5.3585
  26   7 -129.00  -77.00        5.3585
  27   7 -127.00  -77.00        5.3585
  28   7 -125.00  -77.00        5.3585
  29   7 -123.00  -77.00        5.3585
  30   7 -121.00  -77.00        5.3585
  31   7 -119.00  -77.00        5.3585
  32   7 -117.00  -77.00        5.3585
  33   7 -115.00  -77.00        5.3585
  34   7 -113.00  -77.00        5.3585
  35   7 -111.00  -77.00        5.3585
  36   7 -109.00  -77.00        5.3585
  37   7 -107.00  -77.00        5.3585
  38   7 -105.00  -77.00        5.3585
  39   7 -103.00  -77.00        5.3585
  40   7 -101.00  -77.00        5.3585
  41   7  -99.00  -77.00        4.7868
  42   7  -97.00  -77.00        4.2151
  43   7  -95.00  -77.00        4.2151
  44   7  -93.00  -77.00        4.2151
  45   7  -91.00  -77.00        4.2151
  46   7  -89.00  -77.00        3.4670
  47   7  -87.00  -77.00        3.4670
  48   7  -85.00  -77.00        3.4670
  49   7  -83.00  -77.00        3.4670
  50   7  -81.00  -77.00        3.4102
  51   7  -79.00  -77.00        3.3535
  52   7  -77.00  -77.00        3.3535
  53   7  -75.00  -77.00        3.3535
  54   7  -73.00  -77.00        3.3535
  55   7  -71.00  -77.00        1.3167
  56   7  -69.00  -77.00        1.3167
  57   7  -67.00  -77.00        1.3167
  58   7  -65.00  -77.00        1.3167
  59   7  -63.00  -77.00       -0.0194
  60   7  -61.00  -77.00       -1.3556
  61   7  -59.00  -77.00       -1.3556
  62   7  -57.00  -77.00       -1.3556
  63   7  -55.00  -77.00       -1.3556
  64   7  -53.00  -77.00       -4.8964
  65   7  -51.00  -77.00       -4.8964
  66   7  -49.00  -77.00       -4.8964
  67   7  -47.00  -77.00       -4.8964
  68   7  -45.00  -77.00       -5.5561
  69   7  -43.00  -77.00       -6.2157
  70   7  -41.00  -77.00       -6.2157
  71   7  -39.00  -77.00       -6.2157
